transaction_id,account_id,customer_id,transaction_type,amount,currency,counterparty_info,transaction_date,channel,purpose
TXN00000216,ACCT000009,CUST00042,赎回,119180.25,CNY,对手方-鸿睿思博传媒有限公司,2026-01-05 06:04:08,代销,贷款偿还
TXN00000217,ACCT000292,CUST00001,分红,-40256.91,CNY,,2025-09-02 19:19:44,手机银行,费用缴纳
TXN00000218,ACCT000124,CUST00145,赎回,29203.68,CNY,,2026-03-03 20:44:25,手机银行,费用缴纳
TXN00000219,ACCT000074,CUST00183,申购,130522.92,CNY,,2026-01-27 21:48:40,柜面,费用缴纳
TXN00000220,ACCT000079,CUST00016,分红,68706.73,CNY,对手方-晖来计算机科技有限公司,2026-03-31 11:43:02,手机银行,投资理财
TXN00000221,ACCT000025,CUST00188,赎回,100853.37,CNY,对手方-雨林木风计算机信息有限公司,2026-04-09 12:07:09,柜面,费用缴纳
TXN00000222,ACCT000205,CUST00047,申购,64201.24,HKD,对手方-华泰通安科技有限公司,2026-05-05 15:08:43,网银,费用缴纳
TXN00000223,ACCT000218,CUST00055,赎回,91987.59,CNY,对手方-新宇龙信息传媒有限公司,2025-11-27 02:51:35,手机银行,费用缴纳
TXN00000224,ACCT000091,CUST00159,赎回,238119.49,USD,,2026-04-13 16:45:36,手机银行,工资发放
TXN00000225,ACCT000221,CUST00079,赎回,246506.12,CNY,,2025-10-15 13:43:23,手机银行,费用缴纳
TXN00000226,ACCT000239,CUST00183,转账,7783.38,CNY,对手方-商软冠联信息有限公司,2025-08-28 00:21:03,网银,投资理财
TXN00000227,ACCT000215,CUST00013,转账,331708.45,CNY,,2025-11-22 16:49:40,手机银行,工资发放
TXN00000228,ACCT000274,CUST00144,申购,158414.02,CNY,对手方-立信电子网络有限公司,2025-10-18 06:02:24,柜面,投资收益
TXN00000229,ACCT000287,CUST00187,缴费,14467.82,CNY,对手方-毕博诚传媒有限公司,2026-03-21 15:53:23,ATM,
TXN00000230,ACCT000152,CUST00117,赎回,73027.38,CNY,,2026-05-14 01:16:51,手机银行,工资发放
TXN00000231,ACCT000153,CUST00080,分红,72606.46,CNY,,2025-08-21 11:45:08,手机银行,工资发放
TXN00000232,ACCT000220,CUST00107,申购,192619.87,CNY,对手方-鸿睿思博科技有限公司,2025-10-18 19:12:49,网银,投资理财
TXN00000233,ACCT000203,CUST00014,赎回,160404.69,CNY,对手方-恒聪百汇网络有限公司,2025-07-18 05:08:52,柜面,
TXN00000234,ACCT000283,CUST00172,赎回,28704.9,CNY,,2026-06-07 20:42:48,柜面,投资理财
TXN00000235,ACCT000119,CUST00057,缴费,72900.57,CNY,,2025-09-12 12:29:52,手机银行,投资理财
TXN00000236,ACCT000245,CUST00037,转账,61886.14,CNY,,2025-07-02 21:52:47,柜面,投资理财
TXN00000237,ACCT000018,CUST00182,分红,137735.75,USD,对手方-浙大万朋科技有限公司,2026-01-22 20:24:27,网银,投资收益
TXN00000238,ACCT000018,CUST00182,分红,186739.77,CNY,对手方-网新恒天传媒有限公司,2026-04-12 14:25:17,手机银行,投资收益
TXN00000239,ACCT000009,CUST00042,分红,58873.19,CNY,对手方-同兴万点传媒有限公司,2025-09-03 01:17:57,ATM,
TXN00000240,ACCT000291,CUST00150,分红,36736.26,CNY,,2026-05-18 09:39:28,柜面,工资发放
TXN00000241,ACCT000130,CUST00094,缴费,51539.33,USD,对手方-飞利信传媒有限公司,2026-06-14 14:25:46,柜面,费用缴纳
TXN00000242,ACCT000086,CUST00116,赎回,22175.89,CNY,对手方-诺依曼软件传媒有限公司,2025-08-19 15:21:04,柜面,贷款偿还
TXN00000243,ACCT000052,CUST00004,申购,144951.71,CNY,,2026-04-27 11:04:31,柜面,费用缴纳
TXN00000244,ACCT000072,CUST00030,赎回,25908.14,CNY,对手方-联软信息有限公司,2025-11-18 01:48:39,网银,投资收益
TXN00000245,ACCT000035,CUST00062,申购,90123.05,CNY,对手方-商软冠联传媒有限公司,2026-03-25 07:50:07,手机银行,工资发放
TXN00000246,ACCT000116,CUST00010,申购,135140.06,CNY,对手方-新宇龙信息传媒有限公司,2025-08-23 23:01:59,网银,工资发放
TXN00000247,ACCT000202,CUST00101,转账,253348.88,CNY,对手方-信诚致远传媒有限公司,2025-07-28 17:27:40,代销,投资收益
TXN00000248,ACCT000104,CUST00123,申购,17385.63,CNY,,2025-09-12 00:50:36,手机银行,投资理财
TXN00000249,ACCT000268,CUST00198,转账,15873.19,CNY,,2025-07-09 15:35:45,网银,
TXN00000250,ACCT000140,CUST00160,申购,34776.56,CNY,,2026-01-14 11:58:28,ATM,投资收益
TXN00000251,ACCT000198,CUST00055,申购,206269.1,CNY,,2026-06-20 10:28:29,手机银行,
TXN00000252,ACCT000033,CUST00016,转账,192057.2,CNY,对手方-诺依曼软件科技有限公司,2026-06-15 07:02:09,手机银行,投资收益
TXN00000253,ACCT000043,CUST00145,赎回,125943.67,CNY,对手方-信诚致远传媒有限公司,2025-07-06 11:43:39,网银,日常消费
TXN00000254,ACCT000142,CUST00018,赎回,113520.91,CNY,对手方-天开信息有限公司,2025-08-24 15:12:13,网银,投资理财
TXN00000255,ACCT000293,CUST00187,申购,76508.36,CNY,对手方-恒聪百汇网络有限公司,2025-11-13 19:54:20,手机银行,投资收益
TXN00000256,ACCT000245,CUST00037,申购,166618.99,CNY,,2025-09-12 08:10:42,代销,费用缴纳
TXN00000257,ACCT000275,CUST00132,缴费,135155.01,CNY,对手方-快讯传媒有限公司,2026-03-18 12:28:51,ATM,日常消费
TXN00000258,ACCT000109,CUST00196,转账,146881,CNY,,2026-03-13 19:13:45,手机银行,贷款偿还
TXN00000259,ACCT000278,CUST00069,赎回,28636.35,USD,对手方-菊风公司网络有限公司,2025-10-08 04:44:36,手机银行,
TXN00000260,ACCT000219,CUST00035,赎回,20394.01,CNY,,2025-12-19 03:07:21,手机银行,
TXN00000261,ACCT000189,CUST00052,分红,105933.58,CNY,对手方-银嘉网络有限公司,2025-11-04 16:26:51,网银,日常消费
TXN00000262,ACCT000173,CUST00054,申购,39154.05,CNY,对手方-创联世纪信息有限公司,2025-07-23 23:50:52,网银,投资收益
TXN00000263,ACCT000013,CUST00119,转账,-44640.15,CNY,,2025-08-16 20:30:17,手机银行,投资理财
TXN00000264,ACCT000077,CUST00062,转账,33814.53,CNY,对手方-恩悌信息有限公司,2025-08-18 08:38:41,柜面,投资理财
TXN00000265,ACCT000021,CUST00187,分红,122321.6,CNY,对手方-浦华众城传媒有限公司,2026-02-02 16:05:06,网银,贷款偿还
TXN00000266,ACCT000151,CUST00121,赎回,261488.14,USD,对手方-通际名联传媒有限公司,2025-09-27 01:00:30,ATM,投资收益
TXN00000267,ACCT000203,CUST00014,转账,24507.99,CNY,对手方-太极信息有限公司,2026-05-12 17:29:39,网银,费用缴纳
TXN00000268,ACCT000171,CUST00034,退款,242713.51,CNY,,2026-01-29 22:27:23,手机银行,
TXN00000269,ACCT000262,CUST00107,赎回,73422.58,CNY,对手方-佳禾网络有限公司,2025-12-06 18:34:02,代销,工资发放
TXN00000270,ACCT000040,CUST00012,申购,130837.68,CNY,对手方-昊嘉科技有限公司,2025-07-31 01:28:09,柜面,日常消费
TXN00000271,ACCT000247,CUST00101,转账,20789.16,CNY,,2025-09-21 19:24:50,网银,投资收益
TXN00000272,ACCT000153,CUST00080,赎回,269551.37,CNY,对手方-合联电子网络有限公司,2026-04-05 08:57:43,柜面,费用缴纳
TXN00000273,ACCT000237,CUST00189,赎回,124799.62,CNY,,2026-02-07 19:03:00,网银,贷款偿还
TXN00000274,ACCT000042,CUST00125,转账,154957.15,USD,对手方-华泰通安传媒有限公司,2025-08-03 16:58:08,柜面,投资收益
TXN00000275,ACCT000028,CUST00187,转账,83284.03,CNY,,2026-06-12 12:47:23,网银,贷款偿还
TXN00000276,ACCT000214,CUST00198,转账,44762.24,CNY,,2025-12-18 13:48:42,代销,工资发放
TXN00000277,ACCT000286,CUST00151,赎回,181651.64,CNY,对手方-浙大万朋网络有限公司,2025-12-02 13:45:17,手机银行,
TXN00000278,ACCT000238,CUST00107,分红,275143.04,USD,对手方-艾提科信网络有限公司,2025-08-07 10:20:13,网银,投资收益
TXN00000279,ACCT000207,CUST00044,转账,37217.37,CNY,对手方-易动力传媒有限公司,2025-12-21 03:03:31,手机银行,投资理财
TXN00000280,ACCT000253,CUST00126,赎回,33550.55,CNY,对手方-新宇龙信息信息有限公司,2026-02-19 09:05:04,网银,
TXN00000281,ACCT000290,CUST00095,分红,78842.3,CNY,对手方-飞海科技传媒有限公司,2025-12-15 09:53:05,手机银行,工资发放
TXN00000282,ACCT000015,CUST00048,申购,214510.97,CNY,,2026-02-11 08:01:20,柜面,贷款偿还
TXN00000283,ACCT000176,CUST00143,退款,39950.46,HKD,对手方-联软网络有限公司,2026-06-13 10:40:12,手机银行,日常消费
TXN00000284,ACCT000093,CUST00156,申购,32739.43,CNY,对手方-黄石金承网络有限公司,2025-12-23 05:08:44,代销,费用缴纳
TXN00000285,ACCT000046,CUST00174,转账,97461.43,CNY,对手方-四通传媒有限公司,2025-09-23 09:27:16,手机银行,日常消费
TXN00000286,ACCT000187,CUST00052,赎回,279824.25,CNY,对手方-快讯网络有限公司,2026-01-02 12:44:51,ATM,
TXN00000287,ACCT000256,CUST00105,申购,220323.93,CNY,,2025-09-13 03:51:41,网银,投资收益
TXN00000288,ACCT000212,CUST00007,申购,54275.53,CNY,对手方-明腾科技有限公司,2025-11-17 14:15:04,代销,工资发放
TXN00000289,ACCT000086,CUST00116,退款,45105.44,CNY,对手方-彩虹传媒有限公司,2025-07-05 15:49:55,柜面,投资理财
TXN00000290,ACCT000099,CUST00175,转账,23515.16,CNY,对手方-太极信息有限公司,2025-07-14 00:11:16,ATM,工资发放
TXN00000291,ACCT000060,CUST00187,申购,115611.11,CNY,,2025-08-01 08:05:38,柜面,投资收益
TXN00000292,ACCT000060,CUST00187,赎回,90548.51,CNY,对手方-飞海科技网络有限公司,2025-07-31 16:22:38,柜面,日常消费
TXN00000293,ACCT000117,CUST00084,赎回,66049.17,CNY,,2026-06-21 06:55:13,网银,投资理财
TXN00000294,ACCT000111,CUST00014,缴费,133357.95,CNY,,2026-02-09 07:59:19,代销,
TXN00000295,ACCT000071,CUST00050,申购,109898.15,HKD,,2025-08-20 04:20:59,柜面,日常消费
TXN00000296,ACCT000052,CUST00004,申购,-58115.49,CNY,对手方-创联世纪传媒有限公司,2026-01-25 18:35:27,柜面,
TXN00000297,ACCT000295,CUST00141,退款,104420.13,CNY,对手方-时空盒数字科技有限公司,2026-04-07 18:30:55,手机银行,投资理财
TXN00000298,ACCT000219,CUST00035,申购,221850.63,CNY,对手方-华泰通安网络有限公司,2026-03-24 09:11:28,网银,
TXN00000299,ACCT000179,CUST00076,赎回,183157.99,CNY,,2025-09-09 06:11:58,手机银行,投资收益
TXN00000300,ACCT000148,CUST00145,分红,4593.66,CNY,对手方-和泰科技有限公司,2026-03-28 21:18:52,手机银行,费用缴纳
TXN00000301,ACCT000166,CUST00140,申购,91830.26,CNY,,2026-03-08 05:37:32,手机银行,
TXN00000302,ACCT000022,CUST00187,分红,107242.44,CNY,对手方-迪摩传媒有限公司,2026-05-10 05:51:05,网银,投资理财
TXN00000303,ACCT000068,CUST00016,申购,229713.7,CNY,,2026-03-24 05:23:18,手机银行,日常消费
TXN00000304,ACCT000012,CUST00063,缴费,268944.85,USD,对手方-时空盒数字网络有限公司,2025-08-19 06:51:43,柜面,日常消费
TXN00000305,ACCT000103,CUST00165,申购,139587.77,CNY,,2026-02-10 06:08:52,柜面,贷款偿还
TXN00000306,ACCT000112,CUST00124,申购,18650.8,CNY,对手方-同兴万点科技有限公司,2025-09-05 20:52:52,手机银行,日常消费
TXN00000307,ACCT000167,CUST00173,赎回,194060.04,CNY,对手方-佳禾传媒有限公司,2026-05-13 04:00:17,网银,投资理财
TXN00000308,ACCT000250,CUST00167,申购,55242.38,CNY,对手方-富罳科技有限公司,2025-08-31 02:14:39,柜面,投资理财
TXN00000309,ACCT000215,CUST00013,赎回,76869.16,CNY,对手方-通际名联传媒有限公司,2026-01-11 14:13:12,ATM,投资理财
TXN00000310,ACCT000008,CUST00116,赎回,10556.19,CNY,,2026-03-13 08:25:56,代销,贷款偿还
TXN00000311,ACCT000222,CUST00104,申购,52481.75,CNY,,2025-10-28 16:42:38,代销,费用缴纳
TXN00000312,ACCT000220,CUST00107,申购,40395,CNY,,2025-12-30 10:50:56,手机银行,
TXN00000313,ACCT000039,CUST00079,申购,47254.05,CNY,对手方-艾提科信传媒有限公司,2025-07-07 08:02:21,手机银行,日常消费
TXN00000314,ACCT000020,CUST00055,赎回,241702.56,CNY,,2025-12-22 04:27:27,柜面,费用缴纳
TXN00000315,ACCT000090,CUST00039,赎回,186812.51,CNY,,2026-02-09 08:20:46,网银,费用缴纳
TXN00000316,ACCT000295,CUST00141,申购,22472.08,CNY,对手方-迪摩网络有限公司,2026-02-09 21:20:57,网银,
TXN00000317,ACCT000073,CUST00038,赎回,18619.08,CNY,对手方-天开网络有限公司,2026-06-28 21:24:08,网银,费用缴纳
TXN00000318,ACCT000106,CUST00094,转账,79975.84,CNY,对手方-戴硕电子网络有限公司,2025-08-10 11:39:20,手机银行,费用缴纳
TXN00000319,ACCT000130,CUST00094,缴费,-27441.19,USD,,2026-04-09 19:18:34,手机银行,贷款偿还
TXN00000320,ACCT000023,CUST00154,转账,65773.35,CNY,对手方-快讯传媒有限公司,2025-07-29 01:30:29,手机银行,工资发放
TXN00000321,ACCT000060,CUST00187,转账,3519.08,CNY,对手方-国讯信息有限公司,2025-12-02 21:34:11,网银,投资理财
TXN00000322,ACCT000048,CUST00086,转账,135867.31,CNY,对手方-昂歌信息信息有限公司,2025-11-14 22:31:36,手机银行,工资发放
TXN00000323,ACCT000015,CUST00048,转账,79945.21,CNY,对手方-网新恒天网络有限公司,2025-07-29 09:19:32,手机银行,投资理财
TXN00000324,ACCT000129,CUST00157,缴费,21788.82,CNY,,2025-11-29 18:14:11,柜面,
TXN00000325,ACCT000141,CUST00048,申购,139376.58,CNY,,2026-02-04 00:37:05,代销,投资收益
TXN00000326,ACCT000191,CUST00165,转账,68176.63,CNY,对手方-泰麒麟科技有限公司,2025-12-16 14:29:18,柜面,
TXN00000327,ACCT000051,CUST00131,退款,63550.62,CNY,,2026-03-25 22:51:05,代销,投资理财
TXN00000328,ACCT000054,CUST00183,赎回,191267.29,CNY,对手方-浙大万朋信息有限公司,2025-09-06 23:13:13,柜面,日常消费
TXN00000329,ACCT000246,CUST00022,转账,135812.96,CNY,,2025-09-05 14:42:15,网银,
TXN00000330,ACCT000220,CUST00107,申购,37084.17,CNY,对手方-精芯传媒有限公司,2026-04-06 17:22:03,手机银行,投资理财
TXN00000331,ACCT000190,CUST00043,申购,137698.3,CNY,对手方-昊嘉科技有限公司,2026-03-01 19:14:41,柜面,贷款偿还
TXN00000332,ACCT000273,CUST00069,赎回,41159.71,CNY,对手方-菊风公司信息有限公司,2025-11-12 07:17:00,代销,
TXN00000333,ACCT000256,CUST00105,转账,118814.02,CNY,对手方-明腾信息有限公司,2026-05-25 07:47:57,网银,费用缴纳
TXN00000334,ACCT000002,CUST00165,转账,65410.02,CNY,对手方-国讯传媒有限公司,2026-04-17 09:41:29,手机银行,费用缴纳
TXN00000335,ACCT000237,CUST00189,申购,73438.81,USD,对手方-黄石金承科技有限公司,2026-04-14 11:29:09,手机银行,
TXN00000336,ACCT000300,CUST00009,转账,49102.43,USD,对手方-黄石金承传媒有限公司,2026-02-23 21:50:10,手机银行,
TXN00000337,ACCT000136,CUST00049,缴费,39458.97,CNY,,2025-08-22 11:15:21,手机银行,贷款偿还
TXN00000338,ACCT000175,CUST00168,申购,61184.86,CNY,对手方-九方科技有限公司,2026-03-09 07:05:33,ATM,投资收益
TXN00000339,ACCT000259,CUST00088,申购,111278.7,CNY,对手方-方正科技传媒有限公司,2025-07-23 05:16:34,ATM,投资理财
TXN00000340,ACCT000010,CUST00135,申购,107508.2,CNY,对手方-超艺信息有限公司,2025-12-20 17:51:38,手机银行,日常消费
TXN00000341,ACCT000101,CUST00198,申购,27874.57,CNY,,2025-09-18 02:18:23,手机银行,
TXN00000342,ACCT000188,CUST00035,转账,219176.47,CNY,,2026-01-30 05:47:27,柜面,
TXN00000343,ACCT000224,CUST00172,缴费,123409.44,CNY,对手方-通际名联网络有限公司,2026-01-23 20:44:45,手机银行,
TXN00000344,ACCT000106,CUST00094,申购,142726.48,CNY,,2025-07-23 01:14:13,手机银行,投资收益
TXN00000345,ACCT000277,CUST00036,申购,8504.19,CNY,,2025-09-11 19:10:29,网银,工资发放
TXN00000346,ACCT000277,CUST00036,转账,78946.43,CNY,,2025-08-26 09:23:27,网银,日常消费
TXN00000347,ACCT000024,CUST00080,缴费,7178.3,CNY,对手方-泰麒麟科技有限公司,2025-08-02 15:28:35,网银,投资理财
TXN00000348,ACCT000197,CUST00192,申购,89023.37,USD,,2025-08-25 20:28:38,柜面,
TXN00000349,ACCT000283,CUST00172,申购,276197.62,CNY,,2026-05-30 09:41:57,柜面,费用缴纳
TXN00000350,ACCT000173,CUST00054,转账,45764.93,USD,,2026-05-15 16:22:55,手机银行,贷款偿还
TXN00000351,ACCT000144,CUST00107,缴费,72665.15,CNY,,2025-09-27 07:48:02,网银,日常消费
TXN00000352,ACCT000169,CUST00194,分红,76579.4,CNY,,2025-08-02 22:02:32,网银,日常消费
TXN00000353,ACCT000143,CUST00186,赎回,119108.4,CNY,对手方-明腾网络有限公司,2026-01-06 11:36:59,柜面,日常消费
TXN00000354,ACCT000299,CUST00040,申购,51341.41,CNY,对手方-恒聪百汇信息有限公司,2025-08-03 10:45:07,手机银行,费用缴纳
TXN00000355,ACCT000281,CUST00103,赎回,76871.31,CNY,对手方-方正科技传媒有限公司,2025-10-18 03:05:49,手机银行,投资理财
TXN00000356,ACCT000120,CUST00067,缴费,53583.29,CNY,对手方-太极传媒有限公司,2025-11-25 16:14:51,网银,
TXN00000357,ACCT000155,CUST00027,分红,157896.43,USD,对手方-创联世纪传媒有限公司,2026-05-17 12:27:13,柜面,费用缴纳
TXN00000358,ACCT000213,CUST00175,赎回,102830.32,CNY,对手方-立信电子信息有限公司,2026-03-21 02:08:36,网银,投资理财
TXN00000359,ACCT000214,CUST00198,申购,24147.76,CNY,,2026-03-11 10:39:23,手机银行,贷款偿还
TXN00000360,ACCT000184,CUST00018,转账,99202.12,CNY,,2026-02-03 08:32:21,网银,费用缴纳
TXN00000361,ACCT000187,CUST00052,申购,51819.27,USD,,2026-05-18 17:54:31,代销,贷款偿还
TXN00000362,ACCT000044,CUST00106,缴费,89239.47,CNY,对手方-明腾网络有限公司,2025-07-26 03:00:19,手机银行,日常消费
TXN00000363,ACCT000120,CUST00067,转账,103714.5,CNY,对手方-迪摩信息有限公司,2026-03-08 02:40:23,ATM,日常消费
TXN00000364,ACCT000247,CUST00101,申购,260696.22,CNY,,2025-10-19 22:33:12,网银,投资收益
TXN00000365,ACCT000007,CUST00176,分红,12143.34,CNY,对手方-海创信息有限公司,2026-02-07 14:33:51,柜面,工资发放
TXN00000366,ACCT000248,CUST00166,转账,71808.83,CNY,,2025-11-08 16:13:28,代销,
TXN00000367,ACCT000271,CUST00009,转账,29190.13,CNY,对手方-雨林木风计算机网络有限公司,2026-04-10 12:07:39,ATM,费用缴纳
TXN00000368,ACCT000286,CUST00151,转账,16363.7,USD,,2026-01-23 20:29:56,代销,贷款偿还
TXN00000369,ACCT000056,CUST00159,缴费,162663.8,CNY,对手方-泰麒麟信息有限公司,2026-04-10 17:57:36,手机银行,投资理财
TXN00000370,ACCT000097,CUST00099,申购,47879.24,CNY,,2026-02-21 09:57:17,ATM,
TXN00000371,ACCT000248,CUST00166,赎回,-86215.55,CNY,对手方-雨林木风计算机传媒有限公司,2025-08-13 09:17:37,网银,费用缴纳
TXN00000372,ACCT000212,CUST00007,申购,16374.19,USD,对手方-佳禾信息有限公司,2025-11-09 01:49:53,手机银行,费用缴纳
TXN00000373,ACCT000086,CUST00116,缴费,132547.05,CNY,,2025-11-30 02:42:25,手机银行,工资发放
TXN00000374,ACCT000282,CUST00024,申购,84099.44,CNY,对手方-兰金电子网络有限公司,2026-04-24 15:44:28,柜面,日常消费
TXN00000375,ACCT000084,CUST00003,赎回,74006.89,CNY,对手方-太极科技有限公司,2025-08-31 18:33:04,网银,工资发放
TXN00000376,ACCT000139,CUST00083,申购,17416.12,CNY,对手方-新格林耐特网络有限公司,2026-04-27 02:18:44,手机银行,
TXN00000377,ACCT000239,CUST00183,赎回,43264.86,CNY,,2025-10-21 02:55:17,柜面,费用缴纳
TXN00000378,ACCT000006,CUST00048,赎回,22492.86,CNY,对手方-太极信息有限公司,2025-11-08 13:40:30,手机银行,投资收益
TXN00000379,ACCT000180,CUST00175,赎回,340651.17,CNY,对手方-信诚致远传媒有限公司,2026-02-06 20:34:23,网银,日常消费
TXN00000380,ACCT000075,CUST00062,转账,74178.1,CNY,,2026-01-23 07:40:18,网银,费用缴纳
TXN00000381,ACCT000019,CUST00002,赎回,108338,CNY,对手方-银嘉信息有限公司,2026-01-02 04:30:09,网银,
TXN00000382,ACCT000287,CUST00187,申购,42131.97,CNY,对手方-毕博诚传媒有限公司,2025-10-19 20:59:36,网银,日常消费
TXN00000383,ACCT000210,CUST00084,分红,37614.12,CNY,对手方-富罳信息有限公司,2025-07-10 11:29:15,网银,贷款偿还
TXN00000384,ACCT000066,CUST00193,赎回,60357.84,CNY,,2026-05-11 08:41:03,网银,日常消费
TXN00000385,ACCT000072,CUST00030,转账,20552.86,CNY,对手方-七喜科技有限公司,2025-09-29 12:39:08,手机银行,贷款偿还
TXN00000386,ACCT000044,CUST00106,赎回,111938.12,CNY,对手方-万迅电脑传媒有限公司,2026-05-29 02:33:42,柜面,费用缴纳
TXN00000387,ACCT000154,CUST00188,转账,65658.97,CNY,对手方-诺依曼软件科技有限公司,2026-02-11 12:45:11,代销,投资收益
TXN00000388,ACCT000222,CUST00104,申购,3638.23,USD,对手方-海创传媒有限公司,2025-07-30 05:49:01,网银,贷款偿还
TXN00000389,ACCT000100,CUST00104,赎回,55219.06,CNY,对手方-飞利信信息有限公司,2025-11-16 11:54:05,网银,贷款偿还
TXN00000390,ACCT000238,CUST00107,赎回,169013.87,CNY,,2025-12-23 04:12:28,网银,贷款偿还
TXN00000391,ACCT000156,CUST00034,申购,123383.41,CNY,,2026-04-10 23:38:57,手机银行,投资收益
TXN00000392,ACCT000069,CUST00195,转账,70534.88,CNY,对手方-南康网络有限公司,2026-06-08 05:10:32,网银,工资发放
TXN00000393,ACCT000017,CUST00080,申购,-56742.11,USD,,2026-05-18 18:48:38,代销,投资收益
TXN00000394,ACCT000026,CUST00028,申购,101202.16,CNY,,2026-01-04 01:28:39,柜面,投资理财
TXN00000395,ACCT000047,CUST00047,转账,73911.88,CNY,对手方-海创网络有限公司,2026-01-13 20:45:22,柜面,投资理财
TXN00000396,ACCT000281,CUST00103,分红,27294.41,CNY,对手方-飞利信科技有限公司,2025-07-22 21:41:15,代销,
TXN00000397,ACCT000289,CUST00146,赎回,23543.93,CNY,,2025-07-04 17:02:06,网银,费用缴纳
TXN00000398,ACCT000078,CUST00085,申购,96624.27,CNY,对手方-华成育卓科技有限公司,2026-05-13 06:33:47,手机银行,贷款偿还
TXN00000399,ACCT000018,CUST00182,分红,107038.83,CNY,对手方-毕博诚科技有限公司,2026-04-14 21:42:41,手机银行,工资发放
TXN00000400,ACCT000284,CUST00094,分红,119869.28,CNY,对手方-新宇龙信息科技有限公司,2025-09-20 04:22:07,网银,费用缴纳
TXN00000401,ACCT000022,CUST00187,申购,-87216.03,CNY,对手方-和泰科技有限公司,2026-02-01 18:00:36,手机银行,工资发放
TXN00000402,ACCT000076,CUST00029,缴费,102972.42,CNY,对手方-华泰通安传媒有限公司,2026-05-07 03:31:30,柜面,贷款偿还
TXN00000403,ACCT000023,CUST00154,赎回,58458.43,CNY,对手方-晖来计算机网络有限公司,2026-03-31 09:55:34,手机银行,工资发放
TXN00000404,ACCT000091,CUST00159,分红,144643.02,CNY,,2026-06-26 01:01:52,手机银行,工资发放
TXN00000405,ACCT000239,CUST00183,转账,228577.59,CNY,对手方-良诺传媒有限公司,2026-06-08 15:27:16,柜面,
TXN00000406,ACCT000169,CUST00194,赎回,9050.1,CNY,,2026-04-19 20:02:19,代销,费用缴纳
TXN00000407,ACCT000129,CUST00157,转账,139341.86,CNY,对手方-飞海科技传媒有限公司,2025-11-12 04:17:06,代销,投资理财
TXN00000408,ACCT000236,CUST00191,申购,75820.56,HKD,对手方-巨奥传媒有限公司,2026-06-03 12:37:05,网银,投资理财
TXN00000409,ACCT000024,CUST00080,申购,141793.98,CNY,对手方-浙大万朋科技有限公司,2026-01-16 05:10:23,代销,投资收益
TXN00000410,ACCT000016,CUST00004,转账,172704.96,CNY,对手方-图龙信息科技有限公司,2025-12-05 16:32:28,ATM,日常消费
TXN00000411,ACCT000102,CUST00003,申购,118800.34,CNY,对手方-良诺网络有限公司,2026-06-26 01:24:44,手机银行,
TXN00000412,ACCT000151,CUST00121,缴费,-61011.02,CNY,对手方-彩虹信息有限公司,2025-07-12 12:20:15,手机银行,费用缴纳
TXN00000413,ACCT000239,CUST00183,申购,128814.07,CNY,,2026-03-29 03:19:14,手机银行,工资发放
TXN00000414,ACCT000146,CUST00015,转账,215677.3,CNY,对手方-昊嘉网络有限公司,2025-08-21 23:05:48,网银,日常消费
TXN00000415,ACCT000156,CUST00034,申购,-97018.38,CNY,,2026-05-01 05:00:52,网银,工资发放
TXN00000416,ACCT000087,CUST00032,转账,147280.94,CNY,,2026-06-30 09:49:11,网银,工资发放
TXN00000417,ACCT000210,CUST00084,转账,121464.54,CNY,对手方-商软冠联网络有限公司,2025-11-15 21:56:14,手机银行,工资发放
TXN00000418,ACCT000193,CUST00154,申购,101698.19,CNY,对手方-鸿睿思博信息有限公司,2025-07-24 17:58:49,手机银行,
TXN00000419,ACCT000025,CUST00188,分红,85918.87,CNY,对手方-MBP软件网络有限公司,2025-09-29 15:45:21,手机银行,日常消费
TXN00000420,ACCT000124,CUST00145,转账,90806.37,CNY,对手方-四通科技有限公司,2026-01-02 21:38:07,手机银行,投资收益
TXN00000421,ACCT000193,CUST00154,转账,202159.35,CNY,对手方-艾提科信传媒有限公司,2026-06-24 22:34:28,网银,工资发放
TXN00000422,ACCT000193,CUST00154,申购,73475.83,CNY,,2025-08-25 09:39:10,手机银行,工资发放
TXN00000423,ACCT000032,CUST00180,退款,6102.25,CNY,,2025-11-11 08:16:28,手机银行,投资收益
TXN00000424,ACCT000107,CUST00159,转账,58372.12,CNY,,2025-12-14 09:04:20,柜面,贷款偿还
TXN00000425,ACCT000016,CUST00004,转账,116271.3,CNY,,2026-05-16 14:22:06,柜面,贷款偿还
TXN00000426,ACCT000254,CUST00080,申购,224090,CNY,,2025-09-20 03:12:00,网银,投资收益
TXN00000427,ACCT000064,CUST00126,转账,8003.7,CNY,对手方-恒聪百汇信息有限公司,2025-09-28 02:13:57,手机银行,
TXN00000428,ACCT000178,CUST00016,分红,33037.49,CNY,对手方-昊嘉网络有限公司,2026-02-16 16:40:15,网银,
TXN00000429,ACCT000247,CUST00101,转账,151917.55,CNY,对手方-兰金电子科技有限公司,2025-11-27 02:59:48,手机银行,
TXN00000430,ACCT000126,CUST00077,申购,75151.62,CNY,对手方-天开信息有限公司,2026-06-05 17:57:03,代销,日常消费
TXN00000431,ACCT000067,CUST00038,赎回,120969.13,CNY,对手方-凌颖信息网络有限公司,2026-02-10 07:39:03,柜面,日常消费
TXN00000432,ACCT000037,CUST00080,缴费,111452.97,USD,对手方-天开网络有限公司,2026-04-27 04:13:39,手机银行,贷款偿还
